"DATA_LEVEL","SCHOOL_YEAR","REPORTING_PERIOD","DISTRICT_NUMBER","DISTRICT_NAME","EMPLOYMENT_CATEGORY","GENDER","HEADCOUNT","FTE","AVERAGE_AGE","AVERAGE_ANNUAL_SALARY_PER_FTE"
"District level","2013/2014","Q1","050","Haida Gwaii","Educator","M","26","24.228","45","76999"
"District level","2013/2014","Q1","052","Prince Rupert","Educator","All","176","161.4178","47","74345"
"District level","2013/2014","Q1","054","Bulkley Valley","Teacher","All","142","121.7415","45","68033"
"District level","2013/2014","Q1","058","Nicola-Similkameen","Educator","F","97","93.35","44","70242"
"District level","2013/2014","Q1","060","Peace River North","Administrator","M","24","24","47","104690"
"District level","2013/2014","Q1","061","Greater Victoria","Teacher","All","1177","1037.195","44","68555"
"District level","2013/2014","Q1","063","Saanich","Educator","M","150","135.823","45","76321"
"District level","2013/2014","Q1","067","Okanagan Skaha","Administrator","M","25","25","46","101790"
"District level","2013/2014","Q1","068","Nanaimo-Ladysmith","Educator","M","258","247.49","47","76860"
"District level","2013/2014","Q1","070","Pacific Rim","Educator","All","264","247.8965","44","71507"
"District level","2013/2014","Q1","071","Comox Valley","Teacher","F","349","307.659","46","70167"
"District level","2013/2014","Q1","073","Kamloops-Thompson","Educator","F","666","595.5052","44","73020"
"District level","2013/2014","Q1","074","Gold Trail","Teacher","M","23","22.75","44","67689"
"District level","2013/2014","Q1","078","Fraser-Cascade","Educator","M","43","41.379","45","74139"
"District level","2013/2014","Q1","081","Fort Nelson","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q1","082","Coast Mountains","Teacher","All","298","282.2509","47","70220"
"District level","2013/2014","Q1","084","Vancouver Island West","Educator","F","28","26.8","43","64724"
"District level","2013/2014","Q1","091","Nechako Lakes","Educator","F","186","177.48","45","74612"
"District level","2013/2014","Q1","093","Conseil scolaire francophone","Teacher","All","392","344.7215","44","66402"
"District level","2013/2014","Q4","006","Rocky Mountain","Administrator","F","17","17","47","100576"
"District level","2013/2014","Q4","008","Kootenay Lake","Teacher","All","297","253.4825","45","70895"
"District level","2013/2014","Q4","019","Revelstoke","Educator","M","25","23.643","47","79925"
"District level","2013/2014","Q4","022","Vernon","Educator","All","536","482.8739","44","77662"
"District level","2013/2014","Q4","023","Central Okanagan","Teacher","All","1257","1185.2706","43","70840"
"District level","2013/2014","Q4","028","Quesnel","Educator","M","66","63.5596","47","79393"
"District level","2013/2014","Q4","033","Chilliwack","Teacher","M","231","223.5475","44","73331"
"District level","2013/2014","Q4","035","Langley","Educator","F","905","786.015","43","68962"
"District level","2013/2014","Q4","036","Surrey","Teacher","All","4317","3920.745","42","69310"
"District level","2013/2014","Q4","038","Richmond","Educator","F","1037","857.5662","42","71607"
"District level","2013/2014","Q4","039","Vancouver","Teacher","All","3201","2921.1041","45","72586"
"District level","2013/2014","Q4","041","Burnaby","Educator","F","1329","1188.445","42","71121"
"District level","2013/2014","Q4","043","Coquitlam","Administrator","All","126","117.4","47","106243"
"District level","2013/2014","Q4","043","Coquitlam","Educator","M","626","602.789","44","75449"
"District level","2013/2014","Q4","044","North Vancouver","Teacher","M","246","235.412","45","74407"
"District level","2013/2014","Q4","046","Sunshine Coast","Educator","M","79","73.379","47","74850"
"District level","2013/2014","Q4","048","Sea to Sky","Educator","M","68","62.584","46","76005"
"District level","2013/2014","Q4","050","Haida Gwaii","Teacher","All","50","45.681","42","69797"
"District level","2013/2014","Q4","052","Prince Rupert","Educator","All","189","172.1822","46","74349"
"District level","2013/2014","Q4","054","Bulkley Valley","Teacher","All","139","120.4558","44","68224"
"District level","2013/2014","Q4","058","Nicola-Similkameen","Educator","F","104","99.525","44","71033"
"District level","2013/2014","Q4","060","Peace River North","Educator","All","386","373.5468","42","71370"
"District level","2013/2014","Q4","061","Greater Victoria","Teacher","M","365","342.463","44","70118"
"District level","2013/2014","Q4","063","Saanich","Teacher","F","348","305.1385","43","68348"
"District level","2013/2014","Q4","068","Nanaimo-Ladysmith","Educator","M","267","253.872","46","76369"
"District level","2013/2014","Q4","070","Pacific Rim","Educator","F","188","173.1801","41","69326"
"District level","2013/2014","Q4","071","Comox Valley","Teacher","F","365","313.3941","45","70046"
"District level","2013/2014","Q4","073","Kamloops-Thompson","Educator","All","931","847.0377","43","74933"
"District level","2013/2014","Q4","075","Mission","Administrator","M","20","19.4","49","109431"
"District level","2013/2014","Q4","078","Fraser-Cascade","Teacher","F","76","68.602","44","67473"
"District level","2013/2014","Q4","081","Fort Nelson","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2013/2014","Q4","082","Coast Mountains","Teacher","All","302","282.2988","47","69982"
"District level","2013/2014","Q4","084","Vancouver Island West","Educator","M","20","19.4","48","81739"
"District level","2013/2014","Q4","091","Nechako Lakes","Educator","F","201","191.4","44","74081"
"District level","2013/2014","Q4","093","Conseil scolaire francophone","Educator","M","111","102.1456","46","71466"
"District level","2014/2015","Q1","005","Southeast Kootenay","Administrator","F","17","17","46","101959"
"District level","2014/2015","Q1","006","Rocky Mountain","Teacher","All","188","170.0313","43","69111"
"District level","2014/2015","Q1","010","Arrow Lakes","Teacher","All","37","33.95","46","68987"
"District level","2014/2015","Q1","020","Kootenay-Columbia","Teacher","All","240","213.144","45","71955"
"District level","2014/2015","Q1","023","Central Okanagan","Educator","All","1350","1279.1402","44","74258"
"District level","2014/2015","Q1","027","Cariboo-Chilcotin","Teacher","M","78","76.314","45","71829"
"District level","2014/2015","Q1","033","Chilliwack","Teacher","M","218","218.0625","45","74197"
"District level","2014/2015","Q1","035","Langley","Educator","F","925","817.4104","43","68989"
"District level","2014/2015","Q1","036","Surrey","Teacher","F","3203","2842.07","42","70540"
"District level","2014/2015","Q1","038","Richmond","Educator","All","1439","1284.923","43","74338"
"District level","2014/2015","Q1","039","Vancouver","Educator","M","911","879.6819","46","77720"
"District level","2014/2015","Q1","041","Burnaby","Educator","All","1733","1559","43","74038"
"District level","2014/2015","Q1","042","Maple Ridge-Pitt Meadows","Teacher","M","250","245.403","47","75950"
"District level","2014/2015","Q1","043","Coquitlam","Teacher","All","1903","1727.486","44","73646"
"District level","2014/2015","Q1","045","West Vancouver","Educator","All","502","446.8607","43","73027"
"District level","2014/2015","Q1","046","Sunshine Coast","Teacher","M","69","62.774","47","71612"
"District level","2014/2015","Q1","048","Sea to Sky","Teacher","All","290","252.912","44","71039"
"District level","2014/2015","Q1","050","Haida Gwaii","Teacher","M","23","20.314","44","72657"
"District level","2014/2015","Q1","052","Prince Rupert","Teacher","All","158","141.6678","45","70478"
"District level","2014/2015","Q1","053","Okanagan Similkameen","Teacher","All","151","139.839","44","69695"
"District level","2014/2015","Q1","057","Prince George","Educator","All","849","801.692","43","70792"
"District level","2014/2015","Q1","058","Nicola-Similkameen","Teacher","M","44","41.725","45","70766"
"District level","2014/2015","Q1","060","Peace River North","Teacher","F","263","242.9535","41","67797"
"District level","2014/2015","Q1","062","Sooke","Educator","All","607","559.782","44","73385"
"District level","2014/2015","Q1","063","Saanich","Teacher","M","126","118.143","43","73250"
"District level","2014/2015","Q1","067","Okanagan Skaha","Educator","All","401","376.6305","45","74826"
"District level","2014/2015","Q1","067","Okanagan Skaha","Educator","M","143","136.207","45","78059"
"District level","2014/2015","Q1","069","Qualicum","Administrator","All","25","24.5","51","100727"
"District level","2014/2015","Q1","070","Pacific Rim","Teacher","All","234","219.8441","43","69746"
"District level","2014/2015","Q1","072","Campbell River","Educator","All","354","327.389","45","72824"
"District level","2014/2015","Q1","073","Kamloops-Thompson","Teacher","F","629","572.9184","43","73127"
"District level","2014/2015","Q1","075","Mission","Teacher","M","95","92.0932","49","74119"
"District level","2014/2015","Q1","081","Fort Nelson","Educator","All","61","59.7938","42","72612"
"District level","2014/2015","Q1","082","Coast Mountains","Teacher","F","218","204.761","47","69438"
"District level","2014/2015","Q1","084","Vancouver Island West","Teacher","F","23","22.3","43","65766"
"District level","2014/2015","Q1","091","Nechako Lakes","Educator","M","93","87.5","47","81053"
"District level","2014/2015","Q1","093","Conseil scolaire francophone","Teacher","All","406","361.2623","44","68041"
"District level","2014/2015","Q4","005","Southeast Kootenay","Administrator","M","19","19","48","100002"
"District level","2014/2015","Q4","006","Rocky Mountain","Teacher","All","194","175.5821","43","70095"
"District level","2014/2015","Q4","010","Arrow Lakes","Educator","M","14","12.5","42","71225"
"District level","2014/2015","Q4","020","Kootenay-Columbia","Educator","All","259","238.72","44","74904"
"District level","2014/2015","Q4","023","Central Okanagan","Administrator","F","30","30","49","103361"
"District level","2014/2015","Q4","027","Cariboo-Chilcotin","Educator","M","108","104.2","45","78125"
"District level","2014/2015","Q4","033","Chilliwack","Teacher","F","510","471.3143","43","71245"
"District level","2014/2015","Q4","035","Langley","Educator","F","937","825.4352","42","69582"
"District level","2014/2015","Q4","036","Surrey","Teacher","F","3250","2880.29","42","71320"
"District level","2014/2015","Q4","038","Richmond","Administrator","M","47","43","50","105344"
"District level","2014/2015","Q4","039","Vancouver","Educator","M","947","969.722","45","77952"
"District level","2014/2015","Q4","041","Burnaby","Administrator","F","45","45","52","108310"
"District level","2014/2015","Q4","042","Maple Ridge-Pitt Meadows","Teacher","F","649","585.713","42","70975"
"District level","2014/2015","Q4","043","Coquitlam","Teacher","F","1415","1235.531","43","73618"
"District level","2014/2015","Q4","045","West Vancouver","Educator","F","367","316.96","42","70928"
"District level","2014/2015","Q4","047","Powell River","Administrator","F","27","8","44","97375"
"District level","2014/2015","Q4","048","Sea to Sky","Teacher","F","247","208.26","43","71063"
"District level","2014/2015","Q4","050","Haida Gwaii","Teacher","M","24","21.654","44","73652"
"District level","2014/2015","Q4","052","Prince Rupert","Teacher","All","156","148.511","43","70873"
"District level","2014/2015","Q4","053","Okanagan Similkameen","Teacher","F","112","102.767","44","70451"
"District level","2014/2015","Q4","057","Prince George","Educator","F","617","487.3675","42","75092"
"District level","2014/2015","Q4","059","Peace River South","Administrator","M","10","10","41","95845"
"District level","2014/2015","Q4","060","Peace River North","Teacher","F","272","252.1899","41","69997"
"District level","2014/2015","Q4","062","Sooke","Educator","M","179","168.521","41","75906"
"District level","2014/2015","Q4","064","Gulf Islands","Administrator","All","20","19.8","50","96197"
"District level","2014/2015","Q4","067","Okanagan Skaha","Educator","M","141","135.026","45","79070"
"District level","2014/2015","Q4","069","Qualicum","Administrator","F","14","14.75","51","100189"
"District level","2014/2015","Q4","070","Pacific Rim","Teacher","All","246","235.5512","42","70688"
"District level","2014/2015","Q4","072","Campbell River","Administrator","F","16","15.5714","48","98230"
"District level","2014/2015","Q4","073","Kamloops-Thompson","Teacher","All","879","841.034","43","74480"
"District level","2014/2015","Q4","075","Mission","Educator","M","111","107.6642","48","80874"
"District level","2014/2015","Q4","079","Cowichan Valley","Administrator","M","21","20.6","49","107502"
"District level","2014/2015","Q4","081","Fort Nelson","Educator","All","62","60.7938","43","75035"
"District level","2014/2015","Q4","082","Coast Mountains","Teacher","M","77","73.099","47","73736"
"District level","2014/2015","Q4","084","Vancouver Island West","Teacher","M","13","12.7","50","71996"
